owner,name,month_start,month_end,time,intervention,time_after_intervention,time_issues_closed,merged,nonmerged,new_users_issues,new_users_pulls,users_issues,users_pulls,lang,pr_total,issues_total,pr_per_month,issues_per_month,total_number_pr_authors,total_number_issues_authors,agePulls,ageIssues
gitextensions,gitextensions,2020-08-05 00:58:03,2020-09-03 00:58:03,15,TRUE,3,3,10,1,17,1,34,6,C#,4063,9761,11,45,418,2401,118,134
gitextensions,gitextensions,2020-09-04 00:58:03,2020-10-03 00:58:03,16,TRUE,4,2.5,28,7,19,3,38,10,C#,4063,9761,35,70,418,2401,118,134
gitextensions,gitextensions,2020-10-04 00:58:03,2020-11-02 00:58:03,17,TRUE,5,2.0,33,8,15,5,35,16,C#,4063,9761,41,67,418,2401,118,134
gitextensions,gitextensions,2020-11-03 00:58:03,2020-12-02 00:58:03,18,TRUE,6,2.5,17,1,25,0,39,6,C#,4063,9761,18,59,418,2401,118,134
gitextensions,gitextensions,2020-12-03 00:58:03,2021-01-01 00:58:03,19,TRUE,7,5.0,18,3,15,2,29,8,C#,4063,9761,21,49,418,2401,118,134
gitextensions,gitextensions,2021-01-02 00:58:03,2021-01-31 00:58:03,20,TRUE,8,1.5,41,6,17,2,35,12,C#,4063,9761,47,88,418,2401,118,134
gitextensions,gitextensions,2021-02-01 00:58:03,2021-03-02 00:58:03,21,TRUE,9,3.0,52,10,17,0,33,11,C#,4063,9761,62,98,418,2401,118,134
gitextensions,gitextensions,2021-03-03 00:58:03,2021-04-01 00:58:03,22,TRUE,10,1.0,71,13,21,5,37,12,C#,4063,9761,84,125,418,2401,118,134
gitextensions,gitextensions,2021-04-02 00:58:03,2021-05-01 00:58:03,23,TRUE,11,2.0,39,2,14,0,33,7,C#,4063,9761,41,84,418,2401,118,134
gitextensions,gitextensions,2021-05-02 00:58:03,2021-05-31 00:58:03,24,TRUE,12,2.0,40,6,20,2,40,11,C#,4063,9761,46,107,418,2401,118,134
react-spring,zustand,2019-07-22 15:08:30,2019-08-21 15:08:30,1,FALSE,0,41.0,1,1,4,2,6,2,TypeScript,318,721,2,6,32,84,16,16
react-spring,zustand,2019-08-22 15:08:30,2019-09-21 15:08:30,2,FALSE,0,1.0,3,1,1,1,3,3,TypeScript,318,721,4,4,32,84,16,16
react-spring,zustand,2019-09-22 15:08:30,2019-10-22 15:08:30,3,FALSE,0,5.0,2,0,4,0,7,1,TypeScript,318,721,2,8,32,84,16,16
react-spring,zustand,2019-10-23 15:08:30,2019-11-22 15:08:30,4,FALSE,0,36,2,0,5,1,8,2,TypeScript,318,721,2,11,32,84,16,16
react-spring,zustand,2019-11-23 15:08:30,2019-12-23 15:08:30,5,FALSE,0,3,2,0,2,2,3,2,TypeScript,318,721,2,3,32,84,16,16
react-spring,zustand,2019-12-24 15:08:30,2020-01-23 15:08:30,6,FALSE,0,2,1,0,2,0,3,1,TypeScript,318,721,1,3,32,84,16,16
react-spring,zustand,2020-01-24 15:08:30,2020-02-23 15:08:30,7,FALSE,0,2,1,1,5,1,6,2,TypeScript,318,721,2,7,32,84,16,16
react-spring,zustand,2020-02-24 15:08:30,2020-03-25 15:08:30,8,FALSE,0,152.0,1,0,3,0,4,1,TypeScript,318,721,1,4,32,84,16,16
react-spring,zustand,2020-03-26 15:08:30,2020-04-25 15:08:30,9,FALSE,0,121.5,1,0,6,1,7,1,TypeScript,318,721,1,9,32,84,16,16
react-spring,zustand,2020-04-26 15:08:30,2020-05-26 15:08:30,10,FALSE,0,91.5,0,1,4,1,6,1,TypeScript,318,721,1,6,32,84,16,16
react-spring,zustand,2020-05-27 15:08:30,2020-06-26 15:08:30,11,FALSE,0,30.0,1,2,7,3,8,3,TypeScript,318,721,3,8,32,84,16,16
react-spring,zustand,2020-06-27 15:08:30,2020-07-27 15:08:30,12,FALSE,0,21,2,0,6,1,7,2,TypeScript,318,721,2,7,32,84,16,16
react-spring,zustand,2020-07-28 15:08:30,2020-08-27 15:08:30,0,TRUE,0,0.0,22,3,15,6,20,8,TypeScript,318,721,25,38,32,84,16,16
react-spring,zustand,2020-08-28 15:08:30,2020-09-26 15:08:30,13,TRUE,1,0,10,3,17,9,19,10,TypeScript,318,721,13,25,32,84,16,16
react-spring,zustand,2020-09-27 15:08:30,2020-10-26 15:08:30,14,TRUE,2,32,1,1,10,1,12,2,TypeScript,318,721,2,13,32,84,16,16
react-spring,zustand,2020-10-27 15:08:30,2020-11-25 15:08:30,15,TRUE,3,3,7,3,18,5,23,7,TypeScript,318,721,10,27,32,84,16,16
react-spring,zustand,2020-11-26 15:08:30,2020-12-25 15:08:30,16,TRUE,4,0.5,5,2,9,4,12,5,TypeScript,318,721,7,14,32,84,16,16
react-spring,zustand,2020-12-26 15:08:30,2021-01-24 15:08:30,17,TRUE,5,1,8,0,9,4,10,5,TypeScript,318,721,8,16,32,84,16,16
react-spring,zustand,2021-01-25 15:08:30,2021-02-23 15:08:30,18,TRUE,6,0.5,4,3,10,4,11,5,TypeScript,318,721,7,15,32,84,16,16
react-spring,zustand,2021-02-24 15:08:30,2021-03-25 15:08:30,19,TRUE,7,0.5,6,2,11,3,15,6,TypeScript,318,721,8,20,32,84,16,16
react-spring,zustand,2021-03-26 15:08:30,2021-04-24 15:08:30,20,TRUE,8,0.0,10,2,14,3,19,6,TypeScript,318,721,12,25,32,84,16,16
react-spring,zustand,2021-04-25 15:08:30,2021-05-24 15:08:30,21,TRUE,9,0.5,10,2,16,8,18,10,TypeScript,318,721,12,21,32,84,16,16
react-spring,zustand,2021-05-25 15:08:30,2021-06-23 15:08:30,22,TRUE,10,1,30,2,17,6,23,10,TypeScript,318,721,32,50,32,84,16,16
react-spring,zustand,2021-06-24 15:08:30,2021-07-23 15:08:30,23,TRUE,11,1,16,2,25,5,27,7,TypeScript,318,721,18,43,32,84,16,16
react-spring,zustand,2021-07-24 15:08:30,2021-08-22 15:08:30,24,TRUE,12,6,3,0,18,1,20,3,TypeScript,318,721,3,21,32,84,16,16
fastify,fastify,2019-06-04 17:03:37,2019-07-04 17:03:37,1,FALSE,0,1,19,2,10,7,23,16,JavaScript,2310,3702,21,39,327,613,45,45
fastify,fastify,2019-07-05 17:03:37,2019-08-04 17:03:37,2,FALSE,0,1,22,4,14,6,31,18,JavaScript,2310,3702,26,51,327,613,45,45
fastify,fastify,2019-08-05 17:03:37,2019-09-04 17:03:37,3,FALSE,0,4.0,22,10,20,14,31,23,JavaScript,2310,3702,32,52,327,613,45,45
fastify,fastify,2019-09-05 17:03:37,2019-10-05 17:03:37,4,FALSE,0,1.0,21,2,11,7,24,15,JavaScript,2310,3702,23,42,327,613,45,45
fastify,fastify,2019-10-06 17:03:37,2019-11-05 17:03:37,5,FALSE,0,1,19,4,14,7,24,15,JavaScript,2310,3702,23,36,327,613,45,45
fastify,fastify,2019-11-06 17:03:37,2019-12-06 17:03:37,6,FALSE,0,2,21,4,9,5,23,14,JavaScript,2310,3702,25,40,327,613,45,45
fastify,fastify,2019-12-07 17:03:37,2020-01-06 17:03:37,7,FALSE,0,3,26,8,17,7,28,16,JavaScript,2310,3702,34,55,327,613,45,45
fastify,fastify,2020-01-07 17:03:37,2020-02-06 17:03:37,8,FALSE,0,1.0,26,5,16,10,29,17,JavaScript,2310,3702,31,54,327,613,45,45
fastify,fastify,2020-02-07 17:03:37,2020-03-08 17:03:37,9,FALSE,0,1,21,4,15,10,29,20,JavaScript,2310,3702,25,43,327,613,45,45
fastify,fastify,2020-03-09 17:03:37,2020-04-08 17:03:37,10,FALSE,0,0,28,14,24,14,32,20,JavaScript,2310,3702,42,61,327,613,45,45
fastify,fastify,2020-04-09 17:03:37,2020-05-09 17:03:37,11,FALSE,0,0,52,4,28,19,42,29,JavaScript,2310,3702,56,81,327,613,45,45
fastify,fastify,2020-05-10 17:03:37,2020-06-09 17:03:37,12,FALSE,0,0.5,32,3,19,9,31,19,JavaScript,2310,3702,35,54,327,613,45,45
fastify,fastify,2020-06-10 17:03:37,2020-07-10 17:03:37,0,TRUE,0,0.0,37,3,26,13,42,24,JavaScript,2310,3702,40,67,327,613,45,45
fastify,fastify,2020-07-11 17:03:37,2020-08-09 17:03:37,13,TRUE,1,1,39,3,30,11,47,24,JavaScript,2310,3702,42,73,327,613,45,45
fastify,fastify,2020-08-10 17:03:37,2020-09-08 17:03:37,14,TRUE,2,0.0,38,3,18,9,37,24,JavaScript,2310,3702,41,64,327,613,45,45
fastify,fastify,2020-09-09 17:03:37,2020-10-08 17:03:37,15,TRUE,3,1,30,4,23,15,35,23,JavaScript,2310,3702,34,56,327,613,45,45
fastify,fastify,2020-10-09 17:03:37,2020-11-07 17:03:37,16,TRUE,4,1,37,13,19,15,38,27,JavaScript,2310,3702,50,67,327,613,45,45
fastify,fastify,2020-11-08 17:03:37,2020-12-07 17:03:37,17,TRUE,5,0.5,28,4,15,10,30,20,JavaScript,2310,3702,32,45,327,613,45,45
fastify,fastify,2020-12-08 17:03:37,2021-01-06 17:03:37,18,TRUE,6,0,27,4,15,7,31,18,JavaScript,2310,3702,31,49,327,613,45,45
fastify,fastify,2021-01-07 17:03:37,2021-02-05 17:03:37,19,TRUE,7,0.0,30,3,18,10,36,20,JavaScript,2310,3702,33,53,327,613,45,45
fastify,fastify,2021-02-06 17:03:37,2021-03-07 17:03:37,20,TRUE,8,0.0,41,4,15,11,34,25,JavaScript,2310,3702,45,65,327,613,45,45
fastify,fastify,2021-03-08 17:03:37,2021-04-06 17:03:37,21,TRUE,9,0,36,11,13,9,35,26,JavaScript,2310,3702,47,58,327,613,45,45
fastify,fastify,2021-04-07 17:03:37,2021-05-06 17:03:37,22,TRUE,10,0,30,7,28,14,45,28,JavaScript,2310,3702,37,62,327,613,45,45
fastify,fastify,2021-05-07 17:03:37,2021-06-05 17:03:37,23,TRUE,11,1.0,30,11,22,13,38,26,JavaScript,2310,3702,41,62,327,613,45,45
fastify,fastify,2021-06-06 17:03:37,2021-07-05 17:03:37,24,TRUE,12,0,30,2,19,12,34,22,JavaScript,2310,3702,32,48,327,613,45,45
badges,shields,2019-06-03 16:46:19,2019-07-03 16:46:19,1,FALSE,0,0.0,66,13,23,6,32,12,JavaScript,5679,7807,79,110,460,1186,90,90
badges,shields,2019-07-04 16:46:19,2019-08-03 16:46:19,2,FALSE,0,0,113,12,13,3,22,10,JavaScript,5679,7807,125,180,460,1186,90,90
badges,shields,2019-08-04 16:46:19,2019-09-03 16:46:19,3,FALSE,0,0.0,98,7,12,1,24,9,JavaScript,5679,7807,105,126,460,1186,90,90
badges,shields,2019-09-04 16:46:19,2019-10-04 16:46:19,4,FALSE,0,0.0,117,14,14,4,27,13,JavaScript,5679,7807,131,167,460,1186,90,90
badges,shields,2019-10-05 16:46:19,2019-11-04 16:46:19,5,FALSE,0,0,106,7,20,10,35,20,JavaScript,5679,7807,113,154,460,1186,90,90
badges,shields,2019-11-05 16:46:19,2019-12-05 16:46:19,6,FALSE,0,0,75,9,11,4,17,9,JavaScript,5679,7807,84,97,460,1186,90,90
badges,shields,2019-12-06 16:46:19,2020-01-05 16:46:19,7,FALSE,0,1.0,62,5,13,4,19,8,JavaScript,5679,7807,67,83,460,1186,90,90
badges,shields,2020-01-06 16:46:19,2020-02-05 16:46:19,8,FALSE,0,1.0,84,20,17,5,25,11,JavaScript,5679,7807,104,125,460,1186,90,90
badges,shields,2020-02-06 16:46:19,2020-03-07 16:46:19,9,FALSE,0,0.0,83,17,23,5,33,11,JavaScript,5679,7807,100,136,460,1186,90,90
badges,shields,2020-03-08 16:46:19,2020-04-07 16:46:19,10,FALSE,0,0.0,78,19,16,7,28,14,JavaScript,5679,7807,97,121,460,1186,90,90
badges,shields,2020-04-08 16:46:19,2020-05-08 16:46:19,11,FALSE,0,0.0,119,13,19,6,30,12,JavaScript,5679,7807,132,196,460,1186,90,90
badges,shields,2020-05-09 16:46:19,2020-06-08 16:46:19,12,FALSE,0,0.0,85,8,18,9,25,13,JavaScript,5679,7807,93,112,460,1186,90,90
badges,shields,2020-06-09 16:46:19,2020-07-09 16:46:19,0,TRUE,0,0,74,5,19,4,25,10,JavaScript,5679,7807,79,104,460,1186,90,90
badges,shields,2020-07-10 16:46:19,2020-08-08 16:46:19,13,TRUE,1,0,72,16,16,7,23,10,JavaScript,5679,7807,88,109,460,1186,90,90
badges,shields,2020-08-09 16:46:19,2020-09-07 16:46:19,14,TRUE,2,0.0,62,5,17,5,27,13,JavaScript,5679,7807,67,85,460,1186,90,90
badges,shields,2020-09-08 16:46:19,2020-10-07 16:46:19,15,TRUE,3,0.0,111,23,20,9,33,17,JavaScript,5679,7807,134,159,460,1186,90,90
badges,shields,2020-10-08 16:46:19,2020-11-06 16:46:19,16,TRUE,4,0.0,101,12,17,9,27,16,JavaScript,5679,7807,113,131,460,1186,90,90
badges,shields,2020-11-07 16:46:19,2020-12-06 16:46:19,17,TRUE,5,0,63,16,15,2,22,8,JavaScript,5679,7807,79,99,460,1186,90,90
badges,shields,2020-12-07 16:46:19,2021-01-05 16:46:19,18,TRUE,6,0,65,8,17,5,29,13,JavaScript,5679,7807,73,94,460,1186,90,90
badges,shields,2021-01-06 16:46:19,2021-02-04 16:46:19,19,TRUE,7,0.0,63,20,26,7,40,15,JavaScript,5679,7807,83,117,460,1186,90,90
badges,shields,2021-02-05 16:46:19,2021-03-06 16:46:19,20,TRUE,8,0.0,65,7,17,5,23,10,JavaScript,5679,7807,72,92,460,1186,90,90
badges,shields,2021-03-07 16:46:19,2021-04-05 16:46:19,21,TRUE,9,0,74,16,15,4,21,9,JavaScript,5679,7807,90,108,460,1186,90,90
badges,shields,2021-04-06 16:46:19,2021-05-05 16:46:19,22,TRUE,10,1.0,58,16,12,5,17,9,JavaScript,5679,7807,74,83,460,1186,90,90
badges,shields,2021-05-06 16:46:19,2021-06-04 16:46:19,23,TRUE,11,0,92,23,11,2,17,8,JavaScript,5679,7807,115,134,460,1186,90,90
badges,shields,2021-06-05 16:46:19,2021-07-04 16:46:19,24,TRUE,12,0.0,71,21,20,7,30,15,JavaScript,5679,7807,92,117,460,1186,90,90
algolia,instantsearch.js,2019-04-08 14:40:39,2019-05-08 14:40:39,1,FALSE,0,0,84,4,4,1,13,8,TypeScript,3351,4939,88,93,106,422,58,58
algolia,instantsearch.js,2019-05-09 14:40:39,2019-06-08 14:40:39,2,FALSE,0,0,80,1,2,0,10,5,TypeScript,3351,4939,81,89,106,422,58,58
algolia,instantsearch.js,2019-06-09 14:40:39,2019-07-09 14:40:39,3,FALSE,0,0,70,4,3,0,11,6,TypeScript,3351,4939,74,81,106,422,58,58
algolia,instantsearch.js,2019-07-10 14:40:39,2019-08-09 14:40:39,4,FALSE,0,1,86,2,4,1,13,8,TypeScript,3351,4939,88,93,106,422,58,58
algolia,instantsearch.js,2019-08-10 14:40:39,2019-09-09 14:40:39,5,FALSE,0,0.0,68,7,0,0,7,7,TypeScript,3351,4939,75,76,106,422,58,58
algolia,instantsearch.js,2019-09-10 14:40:39,2019-10-10 14:40:39,6,FALSE,0,2,39,5,4,1,13,9,TypeScript,3351,4939,44,54,106,422,58,58
algolia,instantsearch.js,2019-10-11 14:40:39,2019-11-10 14:40:39,7,FALSE,0,0,18,4,1,0,8,5,TypeScript,3351,4939,22,31,106,422,58,58
algolia,instantsearch.js,2019-11-11 14:40:39,2019-12-11 14:40:39,8,FALSE,0,0,48,5,4,0,11,6,TypeScript,3351,4939,53,59,106,422,58,58
algolia,instantsearch.js,2019-12-12 14:40:39,2020-01-11 14:40:39,9,FALSE,0,2.0,30,5,2,1,8,7,TypeScript,3351,4939,35,36,106,422,58,58
algolia,instantsearch.js,2020-01-12 14:40:39,2020-02-11 14:40:39,10,FALSE,0,2,29,8,3,1,8,6,TypeScript,3351,4939,37,40,106,422,58,58
algolia,instantsearch.js,2020-02-12 14:40:39,2020-03-13 14:40:39,11,FALSE,0,0,10,3,4,1,9,5,TypeScript,3351,4939,13,18,106,422,58,58
algolia,instantsearch.js,2020-03-14 14:40:39,2020-04-13 14:40:39,12,FALSE,0,1,18,9,1,0,6,4,TypeScript,3351,4939,27,29,106,422,58,58
algolia,instantsearch.js,2020-04-14 14:40:39,2020-05-14 14:40:39,0,TRUE,0,0,20,3,0,0,7,6,TypeScript,3351,4939,23,25,106,422,58,58
algolia,instantsearch.js,2020-05-15 14:40:39,2020-06-13 14:40:39,13,TRUE,1,0.0,15,3,2,2,7,7,TypeScript,3351,4939,18,20,106,422,58,58
algolia,instantsearch.js,2020-06-14 14:40:39,2020-07-13 14:40:39,14,TRUE,2,14.0,4,4,2,0,7,5,TypeScript,3351,4939,8,10,106,422,58,58
algolia,instantsearch.js,2020-07-14 14:40:39,2020-08-12 14:40:39,15,TRUE,3,3.0,20,6,1,1,8,8,TypeScript,3351,4939,26,26,106,422,58,58
algolia,instantsearch.js,2020-08-13 14:40:39,2020-09-11 14:40:39,16,TRUE,4,0,12,3,5,2,12,6,TypeScript,3351,4939,15,22,106,422,58,58
algolia,instantsearch.js,2020-09-12 14:40:39,2020-10-11 14:40:39,17,TRUE,5,1,11,0,1,0,6,5,TypeScript,3351,4939,11,13,106,422,58,58
algolia,instantsearch.js,2020-10-12 14:40:39,2020-11-10 14:40:39,18,TRUE,6,1,32,6,3,1,7,5,TypeScript,3351,4939,38,43,106,422,58,58
algolia,instantsearch.js,2020-11-11 14:40:39,2020-12-10 14:40:39,19,TRUE,7,0,22,3,2,0,10,7,TypeScript,3351,4939,25,28,106,422,58,58
algolia,instantsearch.js,2020-12-11 14:40:39,2021-01-09 14:40:39,20,TRUE,8,3,9,2,0,0,5,5,TypeScript,3351,4939,11,11,106,422,58,58
algolia,instantsearch.js,2021-01-10 14:40:39,2021-02-08 14:40:39,21,TRUE,9,0,11,4,2,0,8,5,TypeScript,3351,4939,15,20,106,422,58,58
algolia,instantsearch.js,2021-02-09 14:40:39,2021-03-10 14:40:39,22,TRUE,10,0.0,21,2,3,0,6,3,TypeScript,3351,4939,23,26,106,422,58,58
algolia,instantsearch.js,2021-03-11 14:40:39,2021-04-09 14:40:39,23,TRUE,11,5.5,36,16,0,0,6,6,TypeScript,3351,4939,52,52,106,422,58,58
algolia,instantsearch.js,2021-04-10 14:40:39,2021-05-09 14:40:39,24,TRUE,12,17,18,4,1,0,5,4,TypeScript,3351,4939,22,23,106,422,58,58
libgit2,libgit2,2019-07-01 22:03:50,2019-07-31 22:03:50,1,FALSE,0,4,23,4,4,3,17,12,C,4306,6187,27,41,527,1032,119,119
libgit2,libgit2,2019-08-01 22:03:50,2019-08-31 22:03:50,2,FALSE,0,15,12,2,4,3,13,8,C,4306,6187,14,20,527,1032,119,119
libgit2,libgit2,2019-09-01 22:03:50,2019-10-01 22:03:50,3,FALSE,0,7.5,14,4,8,4,18,9,C,4306,6187,18,32,527,1032,119,119
libgit2,libgit2,2019-10-02 22:03:50,2019-11-01 22:03:50,4,FALSE,0,12.0,16,6,14,4,24,11,C,4306,6187,22,40,527,1032,119,119
libgit2,libgit2,2019-11-02 22:03:50,2019-12-02 22:03:50,5,FALSE,0,2,17,1,5,4,12,9,C,4306,6187,18,22,527,1032,119,119
libgit2,libgit2,2019-12-03 22:03:50,2020-01-02 22:03:50,6,FALSE,0,5.5,15,4,8,1,20,10,C,4306,6187,19,31,527,1032,119,119
libgit2,libgit2,2020-01-03 22:03:50,2020-02-02 22:03:50,7,FALSE,0,1,15,3,5,2,16,9,C,4306,6187,18,29,527,1032,119,119
libgit2,libgit2,2020-02-03 22:03:50,2020-03-04 22:03:50,8,FALSE,0,7,35,5,7,4,20,13,C,4306,6187,40,58,527,1032,119,119
libgit2,libgit2,2020-03-05 22:03:50,2020-04-04 22:03:50,9,FALSE,0,6,19,3,9,2,19,6,C,4306,6187,22,41,527,1032,119,119
libgit2,libgit2,2020-04-05 22:03:50,2020-05-05 22:03:50,10,FALSE,0,116.5,2,4,8,3,12,4,C,4306,6187,6,15,527,1032,119,119
libgit2,libgit2,2020-05-06 22:03:50,2020-06-05 22:03:50,11,FALSE,0,7,28,3,7,3,17,8,C,4306,6187,31,44,527,1032,119,119
libgit2,libgit2,2020-06-06 22:03:50,2020-07-06 22:03:50,12,FALSE,0,11,12,3,9,2,15,6,C,4306,6187,15,25,527,1032,119,119
libgit2,libgit2,2020-07-07 22:03:50,2020-08-06 22:03:50,0,TRUE,0,84.5,13,2,7,3,16,8,C,4306,6187,15,26,527,1032,119,119
libgit2,libgit2,2020-08-07 22:03:50,2020-09-05 22:03:50,13,TRUE,1,12.0,7,4,7,4,15,10,C,4306,6187,11,18,527,1032,119,119
libgit2,libgit2,2020-09-06 22:03:50,2020-10-05 22:03:50,14,TRUE,2,6.5,11,8,7,6,16,10,C,4306,6187,19,28,527,1032,119,119
libgit2,libgit2,2020-10-06 22:03:50,2020-11-04 22:03:50,15,TRUE,3,0,10,2,8,2,15,6,C,4306,6187,12,38,527,1032,119,119
libgit2,libgit2,2020-11-05 22:03:50,2020-12-04 22:03:50,16,TRUE,4,0.0,12,3,7,2,13,5,C,4306,6187,15,24,527,1032,119,119
libgit2,libgit2,2020-12-05 22:03:50,2021-01-03 22:03:50,17,TRUE,5,2,16,4,8,3,15,6,C,4306,6187,20,36,527,1032,119,119
libgit2,libgit2,2021-01-04 22:03:50,2021-02-02 22:03:50,18,TRUE,6,7,18,4,4,1,11,5,C,4306,6187,22,29,527,1032,119,119
libgit2,libgit2,2021-02-03 22:03:50,2021-03-04 22:03:50,19,TRUE,7,7,11,6,11,8,21,13,C,4306,6187,17,29,527,1032,119,119
libgit2,libgit2,2021-03-05 22:03:50,2021-04-03 22:03:50,20,TRUE,8,23,5,3,3,2,12,8,C,4306,6187,8,13,527,1032,119,119
libgit2,libgit2,2021-04-04 22:03:50,2021-05-03 22:03:50,21,TRUE,9,17,12,0,5,4,12,10,C,4306,6187,12,14,527,1032,119,119
libgit2,libgit2,2021-05-04 22:03:50,2021-06-02 22:03:50,22,TRUE,10,8.0,10,4,8,2,12,6,C,4306,6187,14,24,527,1032,119,119
libgit2,libgit2,2021-06-03 22:03:50,2021-07-02 22:03:50,23,TRUE,11,9,11,3,8,4,15,9,C,4306,6187,14,23,527,1032,119,119
libgit2,libgit2,2021-07-03 22:03:50,2021-08-01 22:03:50,24,TRUE,12,5,15,7,8,7,15,11,C,4306,6187,22,28,527,1032,119,119
prestodb,presto,2019-05-18 00:59:43,2019-06-17 00:59:43,1,FALSE,0,6,52,25,22,10,46,26,Java,12693,17638,77,124,650,1565,95,95
prestodb,presto,2019-06-18 00:59:43,2019-07-18 00:59:43,2,FALSE,0,7,69,23,32,10,61,33,Java,12693,17638,92,138,650,1565,95,95
prestodb,presto,2019-07-19 00:59:43,2019-08-18 00:59:43,3,FALSE,0,6,68,26,23,10,58,36,Java,12693,17638,94,141,650,1565,95,95
prestodb,presto,2019-08-19 00:59:43,2019-09-18 00:59:43,4,FALSE,0,14.5,69,25,40,13,65,34,Java,12693,17638,94,162,650,1565,95,95
prestodb,presto,2019-09-19 00:59:43,2019-10-19 00:59:43,5,FALSE,0,7,84,23,29,12,58,34,Java,12693,17638,107,155,650,1565,95,95
prestodb,presto,2019-10-20 00:59:43,2019-11-19 00:59:43,6,FALSE,0,5.0,79,29,28,7,61,37,Java,12693,17638,108,143,650,1565,95,95
prestodb,presto,2019-11-20 00:59:43,2019-12-20 00:59:43,7,FALSE,0,3,82,31,21,10,57,39,Java,12693,17638,113,160,650,1565,95,95
prestodb,presto,2019-12-21 00:59:43,2020-01-20 00:59:43,8,FALSE,0,6,50,26,13,4,44,29,Java,12693,17638,76,100,650,1565,95,95
prestodb,presto,2020-01-21 00:59:43,2020-02-20 00:59:43,9,FALSE,0,5,71,28,22,11,53,41,Java,12693,17638,99,130,650,1565,95,95
prestodb,presto,2020-02-21 00:59:43,2020-03-22 00:59:43,10,FALSE,0,1,91,21,21,8,53,38,Java,12693,17638,112,141,650,1565,95,95
prestodb,presto,2020-03-23 00:59:43,2020-04-22 00:59:43,11,FALSE,0,3,85,26,21,10,54,36,Java,12693,17638,111,145,650,1565,95,95
prestodb,presto,2020-04-23 00:59:43,2020-05-23 00:59:43,12,FALSE,0,3,75,23,26,5,63,36,Java,12693,17638,98,146,650,1565,95,95
prestodb,presto,2020-05-24 00:59:43,2020-06-23 00:59:43,0,TRUE,0,5.0,74,17,23,11,60,39,Java,12693,17638,91,124,650,1565,95,95
prestodb,presto,2020-06-24 00:59:43,2020-07-23 00:59:43,13,TRUE,1,3,97,36,26,15,70,53,Java,12693,17638,133,168,650,1565,95,95
prestodb,presto,2020-07-24 00:59:43,2020-08-22 00:59:43,14,TRUE,2,2,110,29,30,13,74,49,Java,12693,17638,139,183,650,1565,95,95
prestodb,presto,2020-08-23 00:59:43,2020-09-21 00:59:43,15,TRUE,3,3,75,15,22,5,57,37,Java,12693,17638,90,128,650,1565,95,95
prestodb,presto,2020-09-22 00:59:43,2020-10-21 00:59:43,16,TRUE,4,7.0,76,27,20,10,57,41,Java,12693,17638,103,135,650,1565,95,95
prestodb,presto,2020-10-22 00:59:43,2020-11-20 00:59:43,17,TRUE,5,5.0,62,27,21,9,55,36,Java,12693,17638,89,118,650,1565,95,95
prestodb,presto,2020-11-21 00:59:43,2020-12-20 00:59:43,18,TRUE,6,6.5,42,13,21,8,48,33,Java,12693,17638,55,79,650,1565,95,95
prestodb,presto,2020-12-21 00:59:43,2021-01-19 00:59:43,19,TRUE,7,8.0,31,14,15,6,38,26,Java,12693,17638,45,67,650,1565,95,95
prestodb,presto,2021-01-20 00:59:43,2021-02-18 00:59:43,20,TRUE,8,6.0,51,16,23,12,56,39,Java,12693,17638,67,97,650,1565,95,95
prestodb,presto,2021-02-19 00:59:43,2021-03-20 00:59:43,21,TRUE,9,4,56,34,22,12,56,43,Java,12693,17638,90,119,650,1565,95,95
prestodb,presto,2021-03-21 00:59:43,2021-04-19 00:59:43,22,TRUE,10,8.0,58,18,19,7,67,44,Java,12693,17638,76,107,650,1565,95,95
prestodb,presto,2021-04-20 00:59:43,2021-05-19 00:59:43,23,TRUE,11,6,78,29,23,10,67,48,Java,12693,17638,107,148,650,1565,95,95
prestodb,presto,2021-05-20 00:59:43,2021-06-18 00:59:43,24,TRUE,12,6.0,77,44,29,15,75,53,Java,12693,17638,121,158,650,1565,95,95
dotnet,winforms,2019-11-03 10:04:20,2019-12-03 10:04:20,1,FALSE,0,1,127,14,4,6,32,21,C#,5032,6972,141,185,134,362,25,43
dotnet,winforms,2019-12-04 10:04:20,2020-01-03 10:04:20,2,FALSE,0,2.0,128,3,6,0,26,10,C#,5032,6972,131,157,134,362,25,43
dotnet,winforms,2020-01-04 10:04:20,2020-02-03 10:04:20,3,FALSE,0,1,121,8,13,4,34,16,C#,5032,6972,129,176,134,362,25,43
dotnet,winforms,2020-02-04 10:04:20,2020-03-05 10:04:20,4,FALSE,0,1,102,5,11,4,32,14,C#,5032,6972,107,146,134,362,25,43
dotnet,winforms,2020-03-06 10:04:20,2020-04-05 10:04:20,5,FALSE,0,4,39,6,12,1,32,11,C#,5032,6972,45,82,134,362,25,43
dotnet,winforms,2020-04-06 10:04:20,2020-05-06 10:04:20,6,FALSE,0,3.5,113,5,12,6,39,20,C#,5032,6972,118,180,134,362,25,43
dotnet,winforms,2020-05-07 10:04:20,2020-06-06 10:04:20,7,FALSE,0,3,91,1,19,4,47,18,C#,5032,6972,92,166,134,362,25,43
dotnet,winforms,2020-06-07 10:04:20,2020-07-07 10:04:20,8,FALSE,0,1,76,6,14,4,38,18,C#,5032,6972,82,131,134,362,25,43
dotnet,winforms,2020-07-08 10:04:20,2020-08-07 10:04:20,9,FALSE,0,3.0,80,6,11,4,42,18,C#,5032,6972,86,157,134,362,25,43
