owner,name,month_start,month_end,time,intervention,time_after_intervention,time_issues_closed,merged,nonmerged,new_users_issues,new_users_pulls,users_issues,users_pulls,lang,pr_total,issues_total,pr_per_month,issues_per_month,total_number_pr_authors,total_number_issues_authors,agePulls,ageIssues
vercel,next.js,2018-12-24 21:45:44,2019-01-23 21:45:44,1,FALSE,0,0,66,7,62,15,108,36,JavaScript,11207,23776,73,157,1231,3954,40,40
vercel,next.js,2019-01-24 21:45:44,2019-02-23 21:45:44,2,FALSE,0,0.0,103,23,116,37,188,65,JavaScript,11207,23776,126,291,1231,3954,40,40
vercel,next.js,2019-02-24 21:45:44,2019-03-26 21:45:44,3,FALSE,0,0,169,24,122,36,176,57,JavaScript,11207,23776,193,353,1231,3954,40,40
vercel,next.js,2019-03-27 21:45:44,2019-04-26 21:45:44,4,FALSE,0,0,189,22,101,34,148,47,JavaScript,11207,23776,211,358,1231,3954,40,40
vercel,next.js,2019-04-27 21:45:44,2019-05-27 21:45:44,5,FALSE,0,0,97,25,106,27,152,48,JavaScript,11207,23776,122,252,1231,3954,40,40
vercel,next.js,2019-05-28 21:45:44,2019-06-27 21:45:44,6,FALSE,0,0.0,98,13,103,17,141,30,JavaScript,11207,23776,111,237,1231,3954,40,40
vercel,next.js,2019-06-28 21:45:44,2019-07-28 21:45:44,7,FALSE,0,0.0,143,34,173,39,251,65,JavaScript,11207,23776,177,444,1231,3954,40,40
vercel,next.js,2019-07-29 21:45:44,2019-08-28 21:45:44,8,FALSE,0,0,149,25,126,39,212,68,JavaScript,11207,23776,174,376,1231,3954,40,40
vercel,next.js,2019-08-29 21:45:44,2019-09-28 21:45:44,9,FALSE,0,0.0,120,38,120,30,181,50,JavaScript,11207,23776,158,327,1231,3954,40,40
vercel,next.js,2019-09-29 21:45:44,2019-10-29 21:45:44,10,FALSE,0,0,133,19,135,38,210,62,JavaScript,11207,23776,152,328,1231,3954,40,40
vercel,next.js,2019-10-30 21:45:44,2019-11-29 21:45:44,11,FALSE,0,0.0,123,22,111,22,181,43,JavaScript,11207,23776,145,313,1231,3954,40,40
vercel,next.js,2019-11-30 21:45:44,2019-12-30 21:45:44,12,FALSE,0,0.0,133,23,115,22,170,47,JavaScript,11207,23776,156,308,1231,3954,40,40
vercel,next.js,2019-12-31 21:45:44,2020-01-30 21:45:44,0,TRUE,0,0,206,40,165,62,249,89,JavaScript,11207,23776,246,447,1231,3954,40,40
vercel,next.js,2020-01-31 21:45:44,2020-02-29 21:45:44,13,TRUE,1,0,132,33,109,28,183,55,JavaScript,11207,23776,165,319,1231,3954,40,40
vercel,next.js,2020-03-01 21:45:44,2020-03-30 21:45:44,14,TRUE,2,0.0,166,60,173,75,267,109,JavaScript,11207,23776,226,431,1231,3954,40,40
vercel,next.js,2020-03-31 21:45:44,2020-04-29 21:45:44,15,TRUE,3,0,225,43,178,80,274,121,JavaScript,11207,23776,268,468,1231,3954,40,40
vercel,next.js,2020-04-30 21:45:44,2020-05-29 21:45:44,16,TRUE,4,0.0,297,61,163,76,284,129,JavaScript,11207,23776,358,572,1231,3954,40,40
vercel,next.js,2020-05-30 21:45:44,2020-06-28 21:45:44,17,TRUE,5,0.0,224,65,129,63,206,103,JavaScript,11207,23776,289,502,1231,3954,40,40
vercel,next.js,2020-06-29 21:45:44,2020-07-28 21:45:44,18,TRUE,6,1.0,183,46,143,67,228,101,JavaScript,11207,23776,229,463,1231,3954,40,40
vercel,next.js,2020-07-29 21:45:44,2020-08-27 21:45:44,19,TRUE,7,0,207,49,182,70,294,116,JavaScript,11207,23776,256,534,1231,3954,40,40
vercel,next.js,2020-08-28 21:45:44,2020-09-26 21:45:44,20,TRUE,8,1.0,113,39,128,58,204,95,JavaScript,11207,23776,152,308,1231,3954,40,40
vercel,next.js,2020-09-27 21:45:44,2020-10-26 21:45:44,21,TRUE,9,1,154,81,162,79,246,123,JavaScript,11207,23776,235,396,1231,3954,40,40
vercel,next.js,2020-10-27 21:45:44,2020-11-25 21:45:44,22,TRUE,10,1.0,203,73,234,71,366,128,JavaScript,11207,23776,276,640,1231,3954,40,40
vercel,next.js,2020-11-26 21:45:44,2020-12-25 21:45:44,23,TRUE,11,8,93,46,147,69,231,103,JavaScript,11207,23776,139,313,1231,3954,40,40
vercel,next.js,2020-12-26 21:45:44,2021-01-24 21:45:44,24,TRUE,12,1.0,162,70,205,66,299,112,JavaScript,11207,23776,232,483,1231,3954,40,40
tailwindlabs,tailwindcss,2019-02-12 23:31:07,2019-03-14 23:31:07,1,FALSE,0,0,75,16,14,3,20,7,JavaScript,1748,4036,91,113,173,627,29,29
tailwindlabs,tailwindcss,2019-03-15 23:31:07,2019-04-14 23:31:07,2,FALSE,0,0.0,27,6,38,8,46,12,JavaScript,1748,4036,33,68,173,627,29,29
tailwindlabs,tailwindcss,2019-04-15 23:31:07,2019-05-15 23:31:07,3,FALSE,0,0.0,35,6,29,4,38,11,JavaScript,1748,4036,41,74,173,627,29,29
tailwindlabs,tailwindcss,2019-05-16 23:31:07,2019-06-15 23:31:07,4,FALSE,0,0,13,3,20,3,29,7,JavaScript,1748,4036,16,39,173,627,29,29
tailwindlabs,tailwindcss,2019-06-16 23:31:07,2019-07-16 23:31:07,5,FALSE,0,1.0,19,8,24,8,31,11,JavaScript,1748,4036,27,54,173,627,29,29
tailwindlabs,tailwindcss,2019-07-17 23:31:07,2019-08-16 23:31:07,6,FALSE,0,1.0,17,4,16,4,24,6,JavaScript,1748,4036,21,44,173,627,29,29
tailwindlabs,tailwindcss,2019-08-17 23:31:07,2019-09-16 23:31:07,7,FALSE,0,0.0,19,5,15,3,22,7,JavaScript,1748,4036,24,42,173,627,29,29
tailwindlabs,tailwindcss,2019-09-17 23:31:07,2019-10-17 23:31:07,8,FALSE,0,0,18,2,20,3,23,5,JavaScript,1748,4036,20,39,173,627,29,29
tailwindlabs,tailwindcss,2019-10-18 23:31:07,2019-11-17 23:31:07,9,FALSE,0,0.0,21,3,21,3,29,7,JavaScript,1748,4036,24,48,173,627,29,29
tailwindlabs,tailwindcss,2019-11-18 23:31:07,2019-12-18 23:31:07,10,FALSE,0,0.0,17,2,14,2,17,4,JavaScript,1748,4036,19,32,173,627,29,29
tailwindlabs,tailwindcss,2019-12-19 23:31:07,2020-01-18 23:31:07,11,FALSE,0,0,29,3,14,1,23,6,JavaScript,1748,4036,32,49,173,627,29,29
tailwindlabs,tailwindcss,2020-01-19 23:31:07,2020-02-18 23:31:07,12,FALSE,0,1.0,27,4,30,5,39,9,JavaScript,1748,4036,31,62,173,627,29,29
tailwindlabs,tailwindcss,2020-02-19 23:31:07,2020-03-20 23:31:07,0,TRUE,0,1.0,11,4,28,6,39,8,JavaScript,1748,4036,15,48,173,627,29,29
tailwindlabs,tailwindcss,2020-03-21 23:31:07,2020-04-19 23:31:07,13,TRUE,1,1.0,17,16,37,3,42,6,JavaScript,1748,4036,33,72,173,627,29,29
tailwindlabs,tailwindcss,2020-04-20 23:31:07,2020-05-19 23:31:07,14,TRUE,2,0.0,30,14,69,14,79,17,JavaScript,1748,4036,44,116,173,627,29,29
tailwindlabs,tailwindcss,2020-05-20 23:31:07,2020-06-18 23:31:07,15,TRUE,3,11.5,21,7,38,10,50,12,JavaScript,1748,4036,28,74,173,627,29,29
tailwindlabs,tailwindcss,2020-06-19 23:31:07,2020-07-18 23:31:07,16,TRUE,4,0.0,27,11,34,7,46,10,JavaScript,1748,4036,38,76,173,627,29,29
tailwindlabs,tailwindcss,2020-07-19 23:31:07,2020-08-17 23:31:07,17,TRUE,5,0.0,18,2,22,5,32,9,JavaScript,1748,4036,20,44,173,627,29,29
tailwindlabs,tailwindcss,2020-08-18 23:31:07,2020-09-16 23:31:07,18,TRUE,6,0,41,13,50,20,63,23,JavaScript,1748,4036,54,107,173,627,29,29
tailwindlabs,tailwindcss,2020-09-17 23:31:07,2020-10-16 23:31:07,19,TRUE,7,0,37,15,40,13,48,15,JavaScript,1748,4036,52,91,173,627,29,29
tailwindlabs,tailwindcss,2020-10-17 23:31:07,2020-11-15 23:31:07,20,TRUE,8,0.0,41,15,24,7,38,16,JavaScript,1748,4036,56,80,173,627,29,29
tailwindlabs,tailwindcss,2020-11-16 23:31:07,2020-12-15 23:31:07,21,TRUE,9,0,14,11,107,12,126,15,JavaScript,1748,4036,25,143,173,627,29,29
tailwindlabs,tailwindcss,2020-12-16 23:31:07,2021-01-14 23:31:07,22,TRUE,10,0.0,18,8,45,8,57,13,JavaScript,1748,4036,26,75,173,627,29,29
tailwindlabs,tailwindcss,2021-01-15 23:31:07,2021-02-13 23:31:07,23,TRUE,11,1.0,9,4,37,3,49,5,JavaScript,1748,4036,13,63,173,627,29,29
tailwindlabs,tailwindcss,2021-02-14 23:31:07,2021-03-15 23:31:07,24,TRUE,12,2,8,6,30,4,35,6,JavaScript,1748,4036,14,45,173,627,29,29
react-hook-form,react-hook-form,2019-04-30 07:06:54,2019-05-30 07:06:54,1,FALSE,0,0.0,1,0,15,1,15,1,TypeScript,1904,5002,1,18,113,754,14,14
react-hook-form,react-hook-form,2019-05-31 07:06:54,2019-06-30 07:06:54,2,FALSE,0,0.0,27,2,29,7,31,8,TypeScript,1904,5002,29,68,113,754,14,14
react-hook-form,react-hook-form,2019-07-01 07:06:54,2019-07-31 07:06:54,3,FALSE,0,0.0,27,4,22,6,29,10,TypeScript,1904,5002,31,64,113,754,14,14
react-hook-form,react-hook-form,2019-08-01 07:06:54,2019-08-31 07:06:54,4,FALSE,0,0,38,7,32,5,43,10,TypeScript,1904,5002,45,101,113,754,14,14
react-hook-form,react-hook-form,2019-09-01 07:06:54,2019-10-01 07:06:54,5,FALSE,0,0,16,3,33,5,40,9,TypeScript,1904,5002,19,61,113,754,14,14
react-hook-form,react-hook-form,2019-10-02 07:06:54,2019-11-01 07:06:54,6,FALSE,0,0.0,36,7,45,9,57,13,TypeScript,1904,5002,43,96,113,754,14,14
react-hook-form,react-hook-form,2019-11-02 07:06:54,2019-12-02 07:06:54,7,FALSE,0,0,56,13,63,9,75,14,TypeScript,1904,5002,69,155,113,754,14,14
react-hook-form,react-hook-form,2019-12-03 07:06:54,2020-01-02 07:06:54,8,FALSE,0,0.0,55,6,66,12,83,16,TypeScript,1904,5002,61,142,113,754,14,14
react-hook-form,react-hook-form,2020-01-03 07:06:54,2020-02-02 07:06:54,9,FALSE,0,0,55,13,86,12,104,19,TypeScript,1904,5002,68,179,113,754,14,14
react-hook-form,react-hook-form,2020-02-03 07:06:54,2020-03-04 07:06:54,10,FALSE,0,0,44,19,88,9,111,15,TypeScript,1904,5002,63,185,113,754,14,14
react-hook-form,react-hook-form,2020-03-05 07:06:54,2020-04-04 07:06:54,11,FALSE,0,0,51,6,82,12,106,15,TypeScript,1904,5002,57,183,113,754,14,14
react-hook-form,react-hook-form,2020-04-05 07:06:54,2020-05-05 07:06:54,12,FALSE,0,0,77,9,101,14,123,17,TypeScript,1904,5002,86,223,113,754,14,14
react-hook-form,react-hook-form,2020-05-06 07:06:54,2020-06-05 07:06:54,0,TRUE,0,0,61,5,60,6,89,10,TypeScript,1904,5002,66,159,113,754,14,14
react-hook-form,react-hook-form,2020-06-06 07:06:54,2020-07-05 07:06:54,13,TRUE,1,0,68,13,67,6,88,11,TypeScript,1904,5002,81,177,113,754,14,14
react-hook-form,react-hook-form,2020-07-06 07:06:54,2020-08-04 07:06:54,14,TRUE,2,0.0,90,10,91,10,115,19,TypeScript,1904,5002,100,234,113,754,14,14
react-hook-form,react-hook-form,2020-08-05 07:06:54,2020-09-03 07:06:54,15,TRUE,3,0,64,11,70,11,97,18,TypeScript,1904,5002,75,181,113,754,14,14
react-hook-form,react-hook-form,2020-09-04 07:06:54,2020-10-03 07:06:54,16,TRUE,4,0,39,4,56,4,84,9,TypeScript,1904,5002,43,137,113,754,14,14
react-hook-form,react-hook-form,2020-10-04 07:06:54,2020-11-02 07:06:54,17,TRUE,5,0,51,5,55,9,82,15,TypeScript,1904,5002,56,143,113,754,14,14
react-hook-form,react-hook-form,2020-11-03 07:06:54,2020-12-02 07:06:54,18,TRUE,6,0,50,9,70,12,86,13,TypeScript,1904,5002,59,145,113,754,14,14
react-hook-form,react-hook-form,2020-12-03 07:06:54,2021-01-01 07:06:54,19,TRUE,7,0,32,7,47,4,62,7,TypeScript,1904,5002,39,105,113,754,14,14
react-hook-form,react-hook-form,2021-01-02 07:06:54,2021-01-31 07:06:54,20,TRUE,8,0.0,45,8,48,4,63,6,TypeScript,1904,5002,53,120,113,754,14,14
react-hook-form,react-hook-form,2021-02-01 07:06:54,2021-03-02 07:06:54,21,TRUE,9,0,43,4,52,4,74,8,TypeScript,1904,5002,47,129,113,754,14,14
react-hook-form,react-hook-form,2021-03-03 07:06:54,2021-04-01 07:06:54,22,TRUE,10,0,31,6,56,4,75,9,TypeScript,1904,5002,37,133,113,754,14,14
react-hook-form,react-hook-form,2021-04-02 07:06:54,2021-05-01 07:06:54,23,TRUE,11,0,73,11,115,13,145,20,TypeScript,1904,5002,84,255,113,754,14,14
react-hook-form,react-hook-form,2021-05-02 07:06:54,2021-05-31 07:06:54,24,TRUE,12,0.0,56,15,73,8,100,13,TypeScript,1904,5002,71,184,113,754,14,14
directus,directus,2019-04-07 16:14:09,2019-05-07 16:14:09,1,FALSE,0,0,0,1,5,1,9,1,TypeScript,4532,9153,1,13,120,539,74,90
directus,directus,2019-05-08 16:14:09,2019-06-07 16:14:09,2,FALSE,0,0,0,0,6,0,7,0,TypeScript,4532,9153,0,9,120,539,74,90
directus,directus,2019-06-08 16:14:09,2019-07-08 16:14:09,3,FALSE,0,0.0,1,2,7,3,8,3,TypeScript,4532,9153,3,8,120,539,74,90
directus,directus,2019-07-09 16:14:09,2019-08-08 16:14:09,4,FALSE,0,0,0,0,6,0,7,0,TypeScript,4532,9153,0,7,120,539,74,90
directus,directus,2019-08-09 16:14:09,2019-09-08 16:14:09,5,FALSE,0,0,0,0,4,0,4,0,TypeScript,4532,9153,0,5,120,539,74,90
directus,directus,2019-09-09 16:14:09,2019-10-09 16:14:09,6,FALSE,0,0.0,0,1,4,1,4,1,TypeScript,4532,9153,1,4,120,539,74,90
directus,directus,2019-10-10 16:14:09,2019-11-09 16:14:09,7,FALSE,0,0,0,1,4,1,5,1,TypeScript,4532,9153,1,5,120,539,74,90
directus,directus,2019-11-10 16:14:09,2019-12-10 16:14:09,8,FALSE,0,0,1,3,13,3,15,3,TypeScript,4532,9153,4,17,120,539,74,90
directus,directus,2019-12-11 16:14:09,2020-01-10 16:14:09,9,FALSE,0,2,0,0,11,0,13,0,TypeScript,4532,9153,0,13,120,539,74,90
directus,directus,2020-01-11 16:14:09,2020-02-10 16:14:09,10,FALSE,0,0.0,0,2,7,2,9,2,TypeScript,4532,9153,2,12,120,539,74,90
directus,directus,2020-02-11 16:14:09,2020-03-12 16:14:09,11,FALSE,0,1,0,2,8,2,11,2,TypeScript,4532,9153,2,11,120,539,74,90
directus,directus,2020-03-13 16:14:09,2020-04-12 16:14:09,12,FALSE,0,0.0,0,1,11,1,11,1,TypeScript,4532,9153,1,12,120,539,74,90
directus,directus,2020-04-13 16:14:09,2020-05-13 16:14:09,0,TRUE,0,0.0,0,0,1,0,4,0,TypeScript,4532,9153,0,4,120,539,74,90
directus,directus,2020-05-14 16:14:09,2020-06-12 16:14:09,13,TRUE,1,0.0,0,3,4,3,4,3,TypeScript,4532,9153,3,4,120,539,74,90
directus,directus,2020-06-13 16:14:09,2020-07-12 16:14:09,14,TRUE,2,2,0,1,1,1,1,1,TypeScript,4532,9153,1,1,120,539,74,90
directus,directus,2020-07-13 16:14:09,2020-08-11 16:14:09,15,TRUE,3,223.0,0,0,1,0,2,0,TypeScript,4532,9153,0,6,120,539,74,90
directus,directus,2020-08-12 16:14:09,2020-09-10 16:14:09,16,TRUE,4,202.5,0,0,1,0,3,0,TypeScript,4532,9153,0,8,120,539,74,90
directus,directus,2020-09-11 16:14:09,2020-10-10 16:14:09,17,TRUE,5,167,0,1,5,1,9,1,TypeScript,4532,9153,1,21,120,539,74,90
directus,directus,2020-10-11 16:14:09,2020-11-09 16:14:09,18,TRUE,6,111,0,0,8,0,11,0,TypeScript,4532,9153,0,17,120,539,74,90
directus,directus,2020-11-10 16:14:09,2020-12-09 16:14:09,19,TRUE,7,5.0,47,13,66,15,79,17,TypeScript,4532,9153,60,190,120,539,74,90
directus,directus,2020-12-10 16:14:09,2021-01-08 16:14:09,20,TRUE,8,4.0,45,10,49,15,77,23,TypeScript,4532,9153,55,159,120,539,74,90
directus,directus,2021-01-09 16:14:09,2021-02-07 16:14:09,21,TRUE,9,1.0,56,11,61,14,93,26,TypeScript,4532,9153,67,206,120,539,74,90
directus,directus,2021-02-08 16:14:09,2021-03-09 16:14:09,22,TRUE,10,0.0,148,14,77,22,109,29,TypeScript,4532,9153,162,332,120,539,74,90
directus,directus,2021-03-10 16:14:09,2021-04-08 16:14:09,23,TRUE,11,0,105,10,64,13,113,29,TypeScript,4532,9153,115,265,120,539,74,90
directus,directus,2021-04-09 16:14:09,2021-05-08 16:14:09,24,TRUE,12,0.0,187,17,76,21,131,37,TypeScript,4532,9153,204,395,120,539,74,90
vercel,vercel,2019-02-11 16:10:32,2019-03-13 16:10:32,1,FALSE,0,3,18,4,31,4,46,10,TypeScript,3166,5184,22,67,184,1141,42,42
vercel,vercel,2019-03-14 16:10:32,2019-04-13 16:10:32,2,FALSE,0,0,87,5,43,2,59,10,TypeScript,3166,5184,92,198,184,1141,42,42
vercel,vercel,2019-04-14 16:10:32,2019-05-14 16:10:32,3,FALSE,0,0.0,102,9,40,9,69,19,TypeScript,3166,5184,111,180,184,1141,42,42
vercel,vercel,2019-05-15 16:10:32,2019-06-14 16:10:32,4,FALSE,0,35.0,25,5,34,4,50,11,TypeScript,3166,5184,30,77,184,1141,42,42
vercel,vercel,2019-06-15 16:10:32,2019-07-15 16:10:32,5,FALSE,0,0.5,61,6,41,0,55,9,TypeScript,3166,5184,67,119,184,1141,42,42
vercel,vercel,2019-07-16 16:10:32,2019-08-15 16:10:32,6,FALSE,0,0.0,111,5,29,3,56,12,TypeScript,3166,5184,116,230,184,1141,42,42
vercel,vercel,2019-08-16 16:10:32,2019-09-15 16:10:32,7,FALSE,0,1.0,94,15,32,4,59,15,TypeScript,3166,5184,109,189,184,1141,42,42
vercel,vercel,2019-09-16 16:10:32,2019-10-16 16:10:32,8,FALSE,0,1.0,64,6,41,6,70,16,TypeScript,3166,5184,70,140,184,1141,42,42
vercel,vercel,2019-10-17 16:10:32,2019-11-16 16:10:32,9,FALSE,0,0.0,96,17,34,5,60,21,TypeScript,3166,5184,113,159,184,1141,42,42
vercel,vercel,2019-11-17 16:10:32,2019-12-17 16:10:32,10,FALSE,0,0,69,6,32,5,52,17,TypeScript,3166,5184,75,119,184,1141,42,42
vercel,vercel,2019-12-18 16:10:32,2020-01-17 16:10:32,11,FALSE,0,0.0,93,9,38,4,56,13,TypeScript,3166,5184,102,150,184,1141,42,42
vercel,vercel,2020-01-18 16:10:32,2020-02-17 16:10:32,12,FALSE,0,0.0,98,14,45,5,67,14,TypeScript,3166,5184,112,170,184,1141,42,42
vercel,vercel,2020-02-18 16:10:32,2020-03-19 16:10:32,0,TRUE,0,0,86,8,24,9,44,23,TypeScript,3166,5184,94,121,184,1141,42,42
vercel,vercel,2020-03-20 16:10:32,2020-04-18 16:10:32,13,TRUE,1,0.0,66,7,7,6,22,21,TypeScript,3166,5184,73,74,184,1141,42,42
vercel,vercel,2020-04-19 16:10:32,2020-05-18 16:10:32,14,TRUE,2,0,120,13,11,13,27,25,TypeScript,3166,5184,133,135,184,1141,42,42
vercel,vercel,2020-05-19 16:10:32,2020-06-17 16:10:32,15,TRUE,3,0,63,7,4,5,17,16,TypeScript,3166,5184,70,72,184,1141,42,42
vercel,vercel,2020-06-18 16:10:32,2020-07-17 16:10:32,16,TRUE,4,0.0,61,9,7,5,20,14,TypeScript,3166,5184,70,76,184,1141,42,42
vercel,vercel,2020-07-18 16:10:32,2020-08-16 16:10:32,17,TRUE,5,0,54,15,8,6,26,22,TypeScript,3166,5184,69,73,184,1141,42,42
vercel,vercel,2020-08-17 16:10:32,2020-09-15 16:10:32,18,TRUE,6,0.0,33,11,3,2,17,15,TypeScript,3166,5184,44,46,184,1141,42,42
vercel,vercel,2020-09-16 16:10:32,2020-10-15 16:10:32,19,TRUE,7,0,15,3,5,3,13,11,TypeScript,3166,5184,18,20,184,1141,42,42
vercel,vercel,2020-10-16 16:10:32,2020-11-14 16:10:32,20,TRUE,8,0,44,1,0,0,10,10,TypeScript,3166,5184,45,45,184,1141,42,42
vercel,vercel,2020-11-15 16:10:32,2020-12-14 16:10:32,21,TRUE,9,0.0,21,2,1,0,12,11,TypeScript,3166,5184,23,24,184,1141,42,42
vercel,vercel,2020-12-15 16:10:32,2021-01-13 16:10:32,22,TRUE,10,0.0,24,7,7,6,14,13,TypeScript,3166,5184,31,33,184,1141,42,42
vercel,vercel,2021-01-14 16:10:32,2021-02-12 16:10:32,23,TRUE,11,0.0,27,4,2,2,7,7,TypeScript,3166,5184,31,31,184,1141,42,42
vercel,vercel,2021-02-13 16:10:32,2021-03-14 16:10:32,24,TRUE,12,0.0,34,7,3,3,11,11,TypeScript,3166,5184,41,41,184,1141,42,42
prisma,prisma,2019-02-26 09:05:59,2019-03-28 09:05:59,1,FALSE,0,0,0,0,0,0,0,0,TypeScript,3350,9522,0,0,79,420,9,26
prisma,prisma,2019-03-29 09:05:59,2019-04-28 09:05:59,2,FALSE,0,0,0,0,0,0,0,0,TypeScript,3350,9522,0,0,79,420,9,26
prisma,prisma,2019-04-29 09:05:59,2019-05-29 09:05:59,3,FALSE,0,741,0,0,1,0,1,0,TypeScript,3350,9522,0,3,79,420,9,26
prisma,prisma,2019-05-30 09:05:59,2019-06-29 09:05:59,4,FALSE,0,44,0,0,15,0,17,0,TypeScript,3350,9522,0,57,79,420,9,26
prisma,prisma,2019-06-30 09:05:59,2019-07-30 09:05:59,5,FALSE,0,5.5,59,5,73,20,80,20,TypeScript,3350,9522,64,222,79,420,9,26
prisma,prisma,2019-07-31 09:05:59,2019-08-30 09:05:59,6,FALSE,0,4.0,45,3,37,10,58,14,TypeScript,3350,9522,48,151,79,420,9,26
prisma,prisma,2019-08-31 09:05:59,2019-09-30 09:05:59,7,FALSE,0,19,32,4,38,3,63,10,TypeScript,3350,9522,36,161,79,420,9,26
prisma,prisma,2019-10-01 09:05:59,2019-10-31 09:05:59,8,FALSE,0,22.5,40,4,39,13,66,18,TypeScript,3350,9522,44,203,79,420,9,26
prisma,prisma,2019-11-01 09:05:59,2019-12-01 09:05:59,9,FALSE,0,4,30,3,46,6,70,9,TypeScript,3350,9522,33,147,79,420,9,26
prisma,prisma,2019-12-02 09:05:59,2020-01-01 09:05:59,10,FALSE,0,24.0,21,4,44,6,71,11,TypeScript,3350,9522,25,208,79,420,9,26
prisma,prisma,2020-01-02 09:05:59,2020-02-01 09:05:59,11,FALSE,0,2,46,4,48,8,77,15,TypeScript,3350,9522,50,208,79,420,9,26
prisma,prisma,2020-02-02 09:05:59,2020-03-03 09:05:59,12,FALSE,0,11,32,2,30,6,67,13,TypeScript,3350,9522,34,232,79,420,9,26
prisma,prisma,2020-03-04 09:05:59,2020-04-03 09:05:59,0,TRUE,0,14,28,4,38,4,75,13,TypeScript,3350,9522,32,257,79,420,9,26
prisma,prisma,2020-04-04 09:05:59,2020-05-03 09:05:59,13,TRUE,1,6.5,24,2,56,4,96,9,TypeScript,3350,9522,26,169,79,420,9,26
prisma,prisma,2020-05-04 09:05:59,2020-06-02 09:05:59,14,TRUE,2,1.0,43,15,37,3,66,8,TypeScript,3350,9522,58,182,79,420,9,26
prisma,prisma,2020-06-03 09:05:59,2020-07-02 09:05:59,15,TRUE,3,4,35,3,36,1,80,9,TypeScript,3350,9522,38,187,79,420,9,26
prisma,prisma,2020-07-03 09:05:59,2020-08-01 09:05:59,16,TRUE,4,6,46,5,39,1,72,9,TypeScript,3350,9522,51,190,79,420,9,26
prisma,prisma,2020-08-02 09:05:59,2020-08-31 09:05:59,17,TRUE,5,3.5,56,10,42,2,72,9,TypeScript,3350,9522,66,193,79,420,9,26
prisma,prisma,2020-09-01 09:05:59,2020-09-30 09:05:59,18,TRUE,6,4,61,11,43,3,77,11,TypeScript,3350,9522,72,225,79,420,9,26
prisma,prisma,2020-10-01 09:05:59,2020-10-30 09:05:59,19,TRUE,7,1.0,84,25,41,0,77,10,TypeScript,3350,9522,109,236,79,420,9,26
prisma,prisma,2020-10-31 09:05:59,2020-11-29 09:05:59,20,TRUE,8,0,105,25,40,3,74,9,TypeScript,3350,9522,130,239,79,420,9,26
prisma,prisma,2020-11-30 09:05:59,2020-12-29 09:05:59,21,TRUE,9,0.0,126,14,51,1,91,6,TypeScript,3350,9522,140,261,79,420,9,26
prisma,prisma,2020-12-30 09:05:59,2021-01-28 09:05:59,22,TRUE,10,0.0,131,12,65,5,107,11,TypeScript,3350,9522,143,288,79,420,9,26
prisma,prisma,2021-01-29 09:05:59,2021-02-27 09:05:59,23,TRUE,11,0.0,159,18,112,5,156,12,TypeScript,3350,9522,177,403,79,420,9,26
prisma,prisma,2021-02-28 09:05:59,2021-03-29 09:05:59,24,TRUE,12,2,100,19,81,5,127,11,TypeScript,3350,9522,119,279,79,420,9,26
ImageMagick,ImageMagick,2019-03-09 20:52:19,2019-04-08 20:52:19,1,FALSE,0,9,1,1,16,2,23,2,C,334,2675,2,35,109,804,59,59
ImageMagick,ImageMagick,2019-04-09 20:52:19,2019-05-09 20:52:19,2,FALSE,0,6,2,0,11,1,18,2,C,334,2675,2,27,109,804,59,59
ImageMagick,ImageMagick,2019-05-10 20:52:19,2019-06-09 20:52:19,3,FALSE,0,69.5,3,0,12,3,16,3,C,334,2675,3,16,109,804,59,59
ImageMagick,ImageMagick,2019-06-10 20:52:19,2019-07-10 20:52:19,4,FALSE,0,6.0,2,0,16,1,19,1,C,334,2675,2,44,109,804,59,59
ImageMagick,ImageMagick,2019-07-11 20:52:19,2019-08-10 20:52:19,5,FALSE,0,2.0,4,0,18,2,27,4,C,334,2675,4,32,109,804,59,59
ImageMagick,ImageMagick,2019-08-11 20:52:19,2019-09-10 20:52:19,6,FALSE,0,185.0,0,0,12,0,16,0,C,334,2675,0,32,109,804,59,59
ImageMagick,ImageMagick,2019-09-11 20:52:19,2019-10-11 20:52:19,7,FALSE,0,16.0,4,2,10,2,16,3,C,334,2675,6,48,109,804,59,59
ImageMagick,ImageMagick,2019-10-12 20:52:19,2019-11-11 20:52:19,8,FALSE,0,13.0,1,0,9,0,16,1,C,334,2675,1,31,109,804,59,59
ImageMagick,ImageMagick,2019-11-12 20:52:19,2019-12-12 20:52:19,9,FALSE,0,259.0,2,1,19,1,24,2,C,334,2675,3,27,109,804,59,59
ImageMagick,ImageMagick,2019-12-13 20:52:19,2020-01-12 20:52:19,10,FALSE,0,9.5,3,0,15,3,20,3,C,334,2675,3,22,109,804,59,59
ImageMagick,ImageMagick,2020-01-13 20:52:19,2020-02-12 20:52:19,11,FALSE,0,107.0,0,1,8,0,13,1,C,334,2675,1,14,109,804,59,59
ImageMagick,ImageMagick,2020-02-13 20:52:19,2020-03-14 20:52:19,12,FALSE,0,166,2,1,12,2,16,2,C,334,2675,3,19,109,804,59,59
ImageMagick,ImageMagick,2020-03-15 20:52:19,2020-04-14 20:52:19,0,TRUE,0,4.5,3,1,13,1,15,2,C,334,2675,4,22,109,804,59,59
ImageMagick,ImageMagick,2020-04-15 20:52:19,2020-05-14 20:52:19,13,TRUE,1,113,3,0,18,2,23,3,C,334,2675,3,27,109,804,59,59
